id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
894,Сумское 15 км Симферопольский,a662c641-5c8e-11ea-0a80-052c001d8cd1,15,18,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Сумское,Симферопольский,село,243,"45.2050497,33.9668132",geocode,,30.42
895,Сусанино 64 км Первомайский,a662c887-5c8e-11ea-0a80-052c001d8cd2,64,77,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Сусанино,Первомайский,село,800,"45.499546,33.697998",yandex,29019,68.92
896,Сухоречье 14 км Симферопольский,a662cac3-5c8e-11ea-0a80-052c001d8cd3,14,17,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Сухоречье,Симферопольский,село,58,"45.1803428,34.0849281",geocode,,25.83
897,Счастливое 97 км Бахчисарайский,a662cd08-5c8e-11ea-0a80-052c001d8cd4,97,117,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Счастливое,Бахчисарайский,село,348,"44.575848,34.069462",yandex,28913,41.47
898,Табачное 82 км Джанкойский,a662cf56-5c8e-11ea-0a80-052c001d8cd5,82,99,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Табачное,Джанкойский,село,1287,"45.613014,34.614548",yandex,28516,84.15
899,Табачное 66 км Бахчисарайский,a662d1d8-5c8e-11ea-0a80-052c001d8cd6,66,80,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Табачное,Бахчисарайский,село,1534,"44.902851,33.676250",yandex,28515,33.76
900,Таврическое 106 км Красноперекопски,a662d432-5c8e-11ea-0a80-052c001d8cd7,106,128,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Таврическое,Красноперекопский,село,912,"45.976402,33.749641",yandex,216336,117.54
901,Тамбовка 80 км Нижнегорский,a662d6ab-5c8e-11ea-0a80-052c001d8cd8,95,114,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тамбовка,Нижнегорский,село,719,"45.3705243,34.7271766",geocode,,67.97
902,Танковое 103 км Красноперекопский,a662d917-5c8e-11ea-0a80-052c001d8cd9,103,124,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Танковое,Красноперекопский,село,229,"45.949042,33.8225071",geocode,,113.36
903,Танковое 71 км Бахчисарайский,a662db98-5c8e-11ea-0a80-052c001d8cda,71,86,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Танковое,Бахчисарайский,село,1639,"44.660374,33.808395",yandex,216110,39.43
904,Тарасовка 86 км Джанкойский,a662ddcd-5c8e-11ea-0a80-052c001d8cdb,86,104,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тарасовка,Джанкойский,село,0,"45.6749555,34.4516969",geocode,,85.34
905,Тарасовка 100 км Нижнегорский,a662e02c-5c8e-11ea-0a80-052c001d8cdc,100,120,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тарасовка,Нижнегорский,село,112,"45.332307,34.7318676",geocode,,65.39
906,Тасуново 204 км Ленинский,a662e265-5c8e-11ea-0a80-052c001d8cdd,204,245,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тасуново,Ленинский,село,14,"45.3125531,36.2250296",geocode,,171.5
907,Тенистое 73 км Бахчисарайский,a662e4de-5c8e-11ea-0a80-052c001d8cde,73,88,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тенистое,Бахчисарайский,село,1211,"44.742722,33.669514",yandex,176436,40.93
908,Тепловка 51 км Симферопольский,a662e728-5c8e-11ea-0a80-052c001d8cdf,51,62,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тепловка,Симферопольский,село,1755,"45.031769,33.697739",yandex,216368,32.99
909,Тёплое 38 км Симферопольский,a662e95f-5c8e-11ea-0a80-052c001d8ce0,38,46,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тёплое,Симферопольский,село,20,"44.8791019,34.161932",geocode,,09.09
910,Тимашовка 65 км Красногвардейский,a662ec7e-5c8e-11ea-0a80-052c001d8ce1,65,78,,2024-03-04 20:23:51,2024-03-04 20:23:51,0,да,Тимашовка,Красногвардейский,село,482,"45.5493543,34.1394123",geocode,,66.9
911,Тимирязево 64 км Джанкойский,a662eed8-5c8e-11ea-0a80-052c001d8ce2,64,77,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тимирязево,Джанкойский,село,219,"45.6054851,34.3600505",geocode,,75.85
912,Тимофеевка 74 км Джанкойский,a662f0f2-5c8e-11ea-0a80-052c001d8ce3,74,89,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тимофеевка,Джанкойский,село,414,"45.6597718,34.3613639",geocode,,81.7
913,Тимошенко 31 км Красногвардейский,a662f335-5c8e-11ea-0a80-052c001d8ce4,31,38,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тимошенко,Красногвардейский,село,589,"45.2917593,33.9679942",geocode,,39.58
914,Тихоновка 75 км Первомайский,a662f5b3-5c8e-11ea-0a80-052c001d8ce5,75,90,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тихоновка,Первомайский,село,201,"45.4958482,33.5600681",dadata,,74.14
915,Токарево 127 км Кировский,a662f80f-5c8e-11ea-0a80-052c001d8ce6,127,153,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Токарево,Кировский,село,831,"45.284042,35.152435",yandex,132137,90.59
916,Томашевка 119 км Джанкойский,a662fb37-5c8e-11ea-0a80-052c001d8ce7,119,143,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Томашевка,Джанкойский,село,172,"45.9379574,34.1121567",geocode,,110.04
917,Тополевка 88 км Белогорский,a662fd88-5c8e-11ea-0a80-052c001d8ce8,88,106,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тополевка,Белогорский,село,222,"45.0107383,34.8787431",geocode,,61.61
918,Тополи 41 км Бахчисарайский,a662ffcf-5c8e-11ea-0a80-052c001d8ce9,41,50,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тополи,Бахчисарайский,село,609,"44.841724,34.001129",yandex,216111,14.19
919,Топольное 41 км Симферопольский,a66301e4-5c8e-11ea-0a80-052c001d8cea,41,50,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Топольное,Симферопольский,село,181,"44.844234,34.0956983",geocode,,11.57
920,Трактовое 88 км Красноперекопский,a66303fc-5c8e-11ea-0a80-052c001d8ceb,88,106,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трактовое,Красноперекопский,село,240,"45.803214,33.7571156",geocode,,98.76
921,Трактовое 27 км Красногвардейский,a6630627-5c8e-11ea-0a80-052c001d8cec,27,33,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трактовое,Красногвардейский,село,372,"45.313236,33.911053",yandex,28500,43.21
922,Трёхпрудное 43 км Симферопольский,a663088b-5c8e-11ea-0a80-052c001d8ced,43,52,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трёхпрудное,Симферопольский,село,925,"44.899187,34.024173",geocode,,8.1
923,Трудовое 30 км Симферопольский,a6630ada-5c8e-11ea-0a80-052c001d8cee,30,36,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трудовое,Симферопольский,село,2173,"44.995190,34.202717",yandex,177112,9.6
924,Трудовое 37 км Сакский,a6630d4e-5c8e-11ea-0a80-052c001d8cef,37,45,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трудовое,Сакский,село,1423,"45.237507,33.759586",yandex,216356,41.83
925,Трудолюбовка 130 км Кировский,a6630fe5-5c8e-11ea-0a80-052c001d8cf0,130,156,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трудолюбовка,Кировский,село,585,"45.2176532,35.1533802",geocode,,87.93
926,Трудолюбовка 54 км Бахчисарайский,a66312a3-5c8e-11ea-0a80-052c001d8cf1,54,65,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трудолюбовка,Бахчисарайский,село,512,"44.7859833,33.9952003",geocode,,19.85
927,Трудолюбово 40 км Симферопольский,a663162e-5c8e-11ea-0a80-052c001d8cf2,40,48,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Трудолюбово,Симферопольский,село,339,"44.8845632,33.9918156",geocode,,11.1
928,Туннельное 74 км Сакский,a66318fe-5c8e-11ea-0a80-052c001d8cf3,74,89,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Туннельное,Сакский,село,85,"45.2773858,33.447873",geocode,,62.93
929,Тургеневка 67 км Бахчисарайский,a6631c08-5c8e-11ea-0a80-052c001d8cf4,67,81,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тургеневка,Бахчисарайский,село,1359,"44.698418,33.830242",yandex,216112,35
930,Тургенево 102 км Джанкойский,a6631f3f-5c8e-11ea-0a80-052c001d8cf5,102,123,,2024-03-04 20:23:52,2024-03-04 20:23:52,0,да,Тургенево,Джанкойский,село,561,"45.8902666,34.5821472",geocode,,111.28
931,Тургенево 38 км Белогорский,a66321fc-5c8e-11ea-0a80-052c001d8cf6,38,46,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Тургенево,Белогорский,село,316,"45.2255243,34.2727453",geocode,,33.67
932,Тутовка 114 км Кировский,a663246b-5c8e-11ea-0a80-052c001d8cf8,114,137,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Тутовка,Кировский,село,132,"45.111749,35.1991961",geocode,,88.24
933,Тутовое 102 км Джанкойский,a6632712-5c8e-11ea-0a80-052c001d8cf9,102,123,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Тутовое,Джанкойский,село,275,"45.8310847,34.1981032",geocode,,98.45
934,Уваровка 94 км Нижнегорский,a66329f9-5c8e-11ea-0a80-052c001d8cfa,94,113,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Уваровка,Нижнегорский,село,1136,"45.448883,34.786182",yandex,176956,77.36
935,Уварово 161 км Ленинский,a6632fc7-5c8e-11ea-0a80-052c001d8cfb,161,194,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Уварово,Ленинский,село,849,"45.263142,35.662415",yandex,176916,127.48
936,Угловое 79 км Бахчисарайский,a6633319-5c8e-11ea-0a80-052c001d8cfc,79,95,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Угловое,Бахчисарайский,село,3241,"44.820663,33.606667",yandex,28544,41.39
937,Ударное 95 км Джанкойский,a6633665-5c8e-11ea-0a80-052c001d8cfd,95,114,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Ударное,Джанкойский,село,79,"45.7839348,34.2658894",geocode,,93.81
938,Ударное 69 км Белогорский,a6633922-5c8e-11ea-0a80-052c001d8cfe,69,83,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Ударное,Белогорский,село,290,"45.1971957,34.4716179",geocode,,40.2
939,Удачное 43 км Красногвардейский,a6633ca4-5c8e-11ea-0a80-052c001d8cff,43,52,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Удачное,Красногвардейский,село,896,"45.389992,34.284851",yandex,216330,51.2
940,Узловое 130 км Феодосия,a6633f73-5c8e-11ea-0a80-052c001d8d00,130,156,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Узловое,Феодосия,село,54,"45.1265551,35.3977708",geocode,,103.84
941,Украинка 36 км Симферопольский,a6634219-5c8e-11ea-0a80-052c001d8d01,36,44,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Украинка,Симферопольский,село,2539,"44.886307,34.137802",yandex,189491,7.49
942,Украинка 52 км Белогорский,a66344cc-5c8e-11ea-0a80-052c001d8d02,52,63,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Украинка,Белогорский,село,98,"45.1306316,34.2786491",geocode,,24.65
943,Укромное 5 км Симферопольский,a6634779-5c8e-11ea-0a80-052c001d8d03,10,12,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Укромное,Симферопольский,село,4567,"45.046093,34.003624",yandex,177113,13.27
944,Ульяновка 105 км Раздольненский,a6634a13-5c8e-11ea-0a80-052c001d8d04,105,126,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Ульяновка,Раздольненский,село,40,"45.5654019,33.3062751",geocode,,92.57
945,Ульяновка 71 км Белогорский,a6634d3c-5c8e-11ea-0a80-052c001d8d05,71,86,,2024-03-04 20:23:53,2024-03-04 20:23:53,0,да,Ульяновка,Белогорский,село,428,"45.0018874,34.6549891",geocode,,44.03
946,Ульяновка 51 км Красногвардейский,a6634f9f-5c8e-11ea-0a80-052c001d8d06,51,62,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Ульяновка,Красногвардейский,село,219,"45.4423011,34.3445887",geocode,,58.17
947,Упорное 77 км Первомайский,a66351f1-5c8e-11ea-0a80-052c001d8d07,77,93,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Упорное,Первомайский,село,346,"45.7021132,33.8818966",geocode,,85.54
948,Урожайное 21 км Симферопольский,a6635440-5c8e-11ea-0a80-052c001d8d08,21,26,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Урожайное,Симферопольский,село,3350,"45.065533,34.113434",yandex,28540,13.08
949,Урожайное 134 км Советский,a6635681-5c8e-11ea-0a80-052c001d8d09,134,161,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Урожайное,Советский,село,1119,"45.333984,35.068604",yandex,28541,87.21
950,Утёс 88 км Алушта,a66358c9-5c8e-11ea-0a80-052c001d8d0a,88,106,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Утёс,Алушта,посёлок,274,"44.5932473,34.3648516",geocode,,44.65
951,Уткино 111 км Красноперекопский,a6635b6e-5c8e-11ea-0a80-052c001d8d0b,111,134,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Уткино,Красноперекопский,село,32,"45.950115,33.8931939",geocode,,112.55
952,Учебное 90 км Белогорский,a6635dd8-5c8e-11ea-0a80-052c001d8d0c,90,108,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Учебное,Белогорский,село,101,"44.9997761,34.8798532",geocode,,61.58
953,Уютное 90 км Нижнегорский,a663660a-5c8e-11ea-0a80-052c001d8d0d,90,108,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Уютное,Нижнегорский,село,423,"45.5183954,34.5923809",geocode,,74.18
954,Уютное 72 км Сакский,a6636979-5c8e-11ea-0a80-052c001d8d0e,72,87,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Уютное,Сакский,село,4720,"45.199238,33.299702",yandex,177079,68.78
955,Фёдоровка 81 км Джанкойский,a6636c57-5c8e-11ea-0a80-052c001d8d0f,81,98,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Фёдоровка,Джанкойский,село,15,"45.5834299,34.6089853",geocode,,81.06
956,Фёдоровка 102 км Раздольненский,a66370ec-5c8e-11ea-0a80-052c001d8d10,102,123,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Фёдоровка,Раздольненский,село,416,"45.7760503,33.6846957",geocode,,97.59
957,Феодосия 130 км,a66373fa-5c8e-11ea-0a80-052c001d8d11,130,156,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,нет,Феодосия,,,,"45.031933,35.382433",geocode,,101.24
958,Ферсманово 38 км Симферопольский,a66376b2-5c8e-11ea-0a80-052c001d8d12,38,46,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Ферсманово,Симферопольский,село,155,"44.8965172,34.1878835",geocode,,8.98
959,Филатовка 122 км Красноперекопский,a663799b-5c8e-11ea-0a80-052c001d8d13,122,147,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Филатовка,Красноперекопский,село,516,"46.081116,33.784477",yandex,176682,128.33
960,Фонтан 183 км Ленинский,a6637ca7-5c8e-11ea-0a80-052c001d8d14,183,220,,2024-03-04 20:23:54,2024-03-04 20:23:54,0,да,Фонтан,Ленинский,село,209,"45.265364,36.0212857",dadata,,154.8
961,Фонтаны 35 км Симферопольский,a6637f56-5c8e-11ea-0a80-052c001d8d15,35,42,,2024-03-04 20:23:55,2024-03-04 20:23:55,0,да,Фонтаны,Симферопольский,село,2681,"44.896439,34.070061",yandex,120320,6.23
962,Форос 125 км Ялта,a66381f9-5c8e-11ea-0a80-052c001d8d16,125,150,,2024-03-04 20:23:55,2024-03-04 20:23:55,0,да,Форос,Ялта,пгт,1889,"44.390701,33.7868926",geocode,,66.76
